,Year,id,Tov per Poss,EFG,Off Reb %,FTM per FGA,Oscar score
35,2010,1277,0.20748613678373382,0.5153930731170973,0.4046728971962617,0.2468389224848818,0.49464589963754535
36,2010,1276,0.1617873651771957,0.4749558043606364,0.2916666666666667,0.20624631703005303,0.40901504426237917
37,2010,1279,0.17389340560072267,0.5221584984358707,0.3483927019982624,0.21532846715328466,0.44649621879092644
38,2009,1457,0.2046875,0.44602789569436024,0.32288698955365625,0.17889630078835658,0.35859645743398216
39,2009,1456,0.2209737827715356,0.4722222222222222,0.3146853146853147,0.2065359477124183,0.40186460622648157
40,2005,1220,0.20448877805486285,0.5182149362477231,0.35798816568047337,0.24650880388585306,0.41805386299225256
41,2005,1221,0.2091002044989775,0.5018633540372671,0.36187563710499493,0.23975155279503105,0.4073652422391504
42,2005,1222,0.1808066759388039,0.4690312334568555,0.3375796178343949,0.2038115404976178,0.41439712574368437
43,2005,1224,0.22115869017632242,0.43301146650573324,0.3333333333333333,0.21544960772480387,0.326801484259274
44,2005,1225,0.19479800774764802,0.4506641366223909,0.3317120622568093,0.17267552182163187,0.3623159070043501
45,2005,1226,0.21579851173440184,0.44222222222222224,0.29035874439461884,0.2859259259259259,0.3452829509275548
46,2005,1227,0.18957617411225658,0.48172757475083056,0.3698193411264612,0.2345514950166113,0.4119905026157382
47,2005,1228,0.1676564641388762,0.5641767490794318,0.3484119345524543,0.21567596002104156,0.47536516366799003
48,2005,1229,0.21604614577871,0.5172757475083056,0.30926724137931033,0.24186046511627907,0.4290578019874885
49,2009,1454,0.1891891891891892,0.4620729588882455,0.3303886925795053,0.2460914881297047,0.40638411128210866
50,2005,1435,0.2138095238095238,0.5553909952606635,0.30030959752321984,0.20438388625592416,0.4663842244463436
51,2005,1126,0.23211747986736145,0.492979242979243,0.2679425837320574,0.19291819291819293,0.3195888296020496
52,2005,1437,0.18993253762324858,0.5047961630695443,0.4152457372116349,0.27278177458033576,0.5239181780405938
53,2006,1199,0.22032242305813385,0.5380434782608695,0.34444444444444444,0.309462915601023,0.4830182162879393
54,2006,1198,0.2552966101694915,0.46335447498238197,0.30403309203722856,0.23960535588442566,0.4053655942179999
55,2006,1193,0.16927083333333334,0.4951749095295537,0.30814524043179586,0.22677925211097708,0.3930410711261305
56,2005,1123,0.18491620111731844,0.49601328903654485,0.3480083857442348,0.25980066445182726,0.4381468679984769
57,2006,1191,0.23738872403560832,0.4838497033618985,0.27579162410623087,0.2814765985497693,0.4393711686361797
58,2006,1190,0.21330902461257975,0.5164203612479474,0.3787037037037037,0.21729611384783798,0.376685483837911
59,2006,1197,0.25823389021479715,0.4782334384858044,0.365234375,0.3041009463722397,0.39958873877358475
60,2006,1196,0.2126461671719359,0.5760445682451254,0.35,0.3052924791086351,0.5099376153582897
61,2005,1430,0.1747800586510264,0.4805061559507524,0.31497797356828194,0.22571819425444598,0.3160507134301247
62,2008,1418,0.21970087674058794,0.47712628865979384,0.3379721669980119,0.25193298969072164,0.4114834088245303
63,2008,1419,0.23097112860892388,0.4928327645051195,0.31449893390191896,0.2887372013651877,0.4326151537260803
64,2008,1410,0.18997797356828194,0.5383263009845288,0.27784290738569756,0.29043600562587907,0.3299736200971767
65,2008,1411,0.21797655232305688,0.4448648648648649,0.26596604688763137,0.19675675675675675,0.32727797291467936
66,2008,1412,0.20384443451050513,0.5257992148065059,0.32465116279069767,0.2787436904094223,0.45487993346930844
67,2008,1413,0.2363540010598834,0.509705248023005,0.2253012048192771,0.27030913012221425,0.38449580441083975
68,2008,1414,0.19476343592099218,0.5158592848904268,0.26305609284332687,0.2508650519031142,0.40008545948175894
69,2008,1415,0.2497376705141658,0.46081830790568656,0.3153928955866523,0.2697642163661581,0.40856298354622045
70,2008,1416,0.2015828677839851,0.5174684994272624,0.34132310642377756,0.2646048109965636,0.4380544234454601
71,2008,1417,0.1860678276810266,0.5230727470141151,0.391713747645951,0.28013029315960913,0.5132068668438883
72,2010,1385,0.18677224033535164,0.47265415549597856,0.35284139100932993,0.20750670241286864,0.45609664923901044
73,2010,1384,0.2407688416793121,0.48227183191070255,0.3035532994923858,0.2665791201575837,0.37733691646710876
74,2010,1387,0.20376974019358127,0.49967700258397935,0.2706002034587996,0.22545219638242894,0.4120303025761118
75,2010,1386,0.18283917340521114,0.4656338028169014,0.2653061224489796,0.27492957746478874,0.42331342651815584
76,2010,1381,0.26524064171122996,0.4687272727272727,0.3090277777777778,0.2778181818181818,0.4017742695936616
77,2010,1380,0.22957198443579765,0.4269206745783885,0.2795311091073039,0.2192379762648345,0.3101271059914156
78,2010,1383,0.232763089683774,0.46229508196721314,0.3142580019398642,0.22491803278688524,0.3411145876119522
79,2010,1382,0.2109073359073359,0.5074716078900179,0.3346456692913386,0.2384937238493724,0.44067659111376284
80,2010,1389,0.24280039721946375,0.4439759036144578,0.3862815884476534,0.23433734939759035,0.4085693752374342
81,2010,1388,0.16879293424926398,0.5566091954022988,0.33889468196037537,0.2454022988505747,0.44341139095256854
82,2006,1379,0.23676880222841226,0.44476744186046513,0.3425720620842572,0.30305232558139533,0.4583264660251375
83,2006,1378,0.2743775933609959,0.4696245733788396,0.3481953290870488,0.24573378839590443,0.4685709820315105
84,2010,1123,0.22339862361037585,0.4494068387997209,0.31545741324921134,0.3217027215631542,0.40138278008828565
85,2006,1376,0.19540229885057472,0.5241102181400689,0.36462450592885376,0.18484500574052812,0.48595337360592017
86,2006,1375,0.19257773319959878,0.5294474802671524,0.32694248234106965,0.2459016393442623,0.40504742300923025
87,2006,1374,0.23452256033578175,0.47196870925684486,0.3669821240799159,0.2529335071707953,0.38852426249868477
88,2006,1373,0.1853146853146853,0.49507389162561577,0.3026706231454006,0.29310344827586204,0.4235472097530966
89,2006,1372,0.1915861284820921,0.49559322033898306,0.3511705685618729,0.24949152542372882,0.34954753890883644
90,2006,1371,0.1985743380855397,0.4634745242480049,0.34832535885167465,0.2805402087170043,0.47178815470577584
91,2006,1409,0.26785714285714285,0.47470238095238093,0.2985244040862656,0.28422619047619047,0.4334216325490513
92,2006,1408,0.26506024096385544,0.46735905044510384,0.34321550741163054,0.29896142433234424,0.4256838621308142
93,2006,1401,0.20051546391752578,0.5125164690382081,0.31518324607329845,0.2971014492753623,0.4666224013036496
94,2006,1400,0.2027815163750561,0.5317752100840336,0.41990950226244345,0.2557773109243697,0.5187692584407637
95,2006,1403,0.20089686098654708,0.4880952380952381,0.28127853881278536,0.26360544217687076,0.43371831471061467
96,2006,1402,0.24449877750611246,0.4610983981693364,0.33766233766233766,0.2204424103737605,0.3778088066136373
97,2006,1405,0.22539990305380514,0.5254716981132076,0.3068062827225131,0.259748427672956,0.3949227302952529
98,2006,1404,0.20359281437125748,0.47801418439716314,0.34509371554575524,0.3680851063829787,0.42076243480934666
99,2006,1407,0.1769273433166944,0.5049844236760125,0.3023023023023023,0.15700934579439252,0.3452232108320092
100,2006,1406,0.21567622950819673,0.5038338658146965,0.3165618448637317,0.23961661341853036,0.3956124543531762
101,2010,1122,0.20555821753713463,0.5015460729746444,0.31756756756756754,0.3178726035868893,0.43748529939522035
102,2009,1309,0.22331098504383703,0.46709200805910006,0.29778247096092925,0.26527871054398927,0.40946666767947704
103,2011,1182,0.18233890214797135,0.5170387779083431,0.3345724907063197,0.27144535840188017,0.43751782595753286
104,2013,1334,0.17580803134182174,0.5081032412965186,0.29423264907135877,0.26770708283313327,0.4063767749578267
105,2009,1308,0.187308533916849,0.5250134480903712,0.32087511394712853,0.26412049488972567,0.4414903282385024
106,2009,1142,0.1752411575562701,0.46480201131363924,0.28668610301263364,0.21558768070395978,0.3493976790521759
107,2010,1124,0.20462046204620463,0.5462377943710511,0.38336713995943206,0.273406088454911,0.5327394466636044
108,2009,1307,0.18148487626031165,0.5270506108202443,0.3096153846153846,0.3182082606166376,0.4637384043396918
109,2007,1154,0.2371377882909521,0.453392990305742,0.2925472747497219,0.20059656972408652,0.3744426363037612
110,2007,1155,0.2007452258965999,0.5233918128654971,0.3782569631626235,0.15895800106326421,0.46119787565159615
111,2007,1156,0.2010928961748634,0.4445157152020526,0.3281096963761019,0.22001282873636946,0.3822203575931773
112,2007,1157,0.20751633986928106,0.5009677419354839,0.3547008547008547,0.20774193548387096,0.36559251322926417
113,2007,1150,0.18762278978389,0.47839861751152074,0.3492063492063492,0.2534562211981567,0.4305806149361166
114,2007,1151,0.23721383341451535,0.4920986093552465,0.325,0.2579013906447535,0.4152608027206818
115,2007,1152,0.20339883165161976,0.48132911392405064,0.340080971659919,0.23291139240506328,0.414141323326494
116,2007,1153,0.19195979899497487,0.45888441633122484,0.35622710622710624,0.1960897067280046,0.43865122206347806
117,2012,1312,0.18561001042752867,0.4732753262896209,0.287109375,0.21690490988191424,0.31175180273967684
118,2007,1158,0.21800529567519858,0.5178764897074756,0.3174030658250676,0.2047670639219935,0.39530453731028947
119,2007,1159,0.24292185730464327,0.4442815249266862,0.31422271223814774,0.2624633431085044,0.38899697976661174
120,2010,1127,0.22127204703367184,0.4716796875,0.33979591836734696,0.22135416666666666,0.3955077112878256
121,2009,1306,0.2046908315565032,0.4504672897196262,0.3312159709618875,0.20498442367601247,0.37221767851984255
122,2012,1448,0.18997107039537126,0.4786112833230006,0.2578740157480315,0.30068195908245504,0.4134783646442909
123,2008,1331,0.19184069936862555,0.5014970059880239,0.3349236641221374,0.2754491017964072,0.4218754566550139
124,2008,1330,0.20153920153920155,0.47924528301886793,0.3846815834767642,0.18382749326145553,0.4267223741560737
125,2012,1440,0.18087971274685816,0.5062006764374295,0.2684258416742493,0.2835400225479143,0.344472103529949
126,2012,1441,0.1945921985815603,0.47614107883817425,0.3371150729335494,0.21628630705394192,0.3646087237065534
127,2012,1442,0.18616144975288304,0.5110957004160888,0.23556058890147225,0.23647711511789182,0.3784882034132169
128,2012,1443,0.2177348551360843,0.4480021893814997,0.3360455655004068,0.2791461412151067,0.4248932505057603
129,2012,1444,0.21609403254972875,0.4906726964386659,0.3557951482479784,0.2916902204635387,0.43798763621646997
130,2008,1333,0.18459229614807404,0.4164798206278027,0.32722731057452126,0.17488789237668162,0.3736111152983873
131,2011,1242,0.18941273779983459,0.5765696784073507,0.36522539098436063,0.2766717713118938,0.5425123550002975
132,2012,1447,0.1925233644859813,0.4985851726089417,0.35522664199814985,0.2903225806451613,0.3948890963823473
133,2003,1103,0.17631851085832473,0.5348143236074271,0.3073341094295693,0.34084880636604775,0.4278799634453841
134,2008,1332,0.18508026440037773,0.5632250580046404,0.3231083844580777,0.2546403712296984,0.4856698146673234
135,2009,1305,0.17411331183786274,0.46607832322118037,0.3368421052631579,0.2967457253171539,0.4394096321722518
136,2003,1450,0.22041645505332655,0.47537993920972643,0.33428030303030304,0.20790273556231004,0.4250987754790825
137,2013,1326,0.16408813877168307,0.5084978070175439,0.3229357798165138,0.23684210526315788,0.46852250780417426
138,2008,1335,0.22358834244080145,0.47466511357018054,0.3250915750915751,0.27140361094933024,0.38634259691174766
139,2013,1324,0.17204819277108432,0.49122807017543857,0.31313131313131315,0.28830409356725145,0.41117797049718235
140,2013,1325,0.18301803783545975,0.5377155172413793,0.2709677419354839,0.22144396551724138,0.3952510374081929
141,2013,1322,0.18824701195219123,0.4930722891566265,0.3527724665391969,0.2819277108433735,0.4109759231478535
142,2013,1323,0.17263544536271808,0.5228966986155484,0.34115523465703973,0.22790202342917998,0.4588561398127015
143,2013,1320,0.19367787255393878,0.5066079295154186,0.2515592515592516,0.2523599748269352,0.43663833466808644
144,2011,1246,0.1579183490354419,0.5236979166666667,0.3515418502202643,0.26614583333333336,0.5011978755495956
145,2008,1337,0.22324800671422576,0.46574267782426776,0.3214574898785425,0.24372384937238495,0.411288006543325
146,2003,1455,0.22941767068273092,0.5242966751918159,0.35548523206751054,0.289002557544757,0.44157696690774495
147,2008,1336,0.1955,0.4832466782206817,0.3626473254759746,0.1998844598497978,0.4306154318117803
148,2008,1193,0.21863612701717855,0.49903660886319845,0.36512820512820515,0.26846499678869623,0.4355553909325727
149,2003,1454,0.20744186046511628,0.5404858299595142,0.33494675701839305,0.25679583574320414,0.44781245198059016
150,2009,1304,0.17955371043072132,0.5049537648612946,0.23297872340425532,0.26354029062087186,0.4220601023046751
151,2003,1105,0.2400990099009901,0.45724094881398253,0.33847637415621984,0.25031210986267166,0.3438572960144995
152,2011,1361,0.17036679536679536,0.5084978070175439,0.37558247903075487,0.22916666666666666,0.48111641510710895
153,2003,1456,0.19294377067254687,0.47516339869281043,0.3277661795407098,0.22549019607843138,0.35406248059081885
154,2007,1420,0.20392359318533815,0.4731215638362859,0.3166833166833167,0.19914477703115455,0.37663880836305
155,2007,1421,0.22642487046632123,0.4793148028442146,0.31675126903553297,0.22430510665804784,0.38626746377137144
156,2007,1422,0.22259454284346578,0.49209245742092456,0.3463687150837989,0.28284671532846717,0.3888976060303924
157,2007,1423,0.22722672064777327,0.4775936157151627,0.3215686274509804,0.19337016574585636,0.4038376019975721
158,2007,1424,0.1665930181175431,0.5135480572597138,0.34163090128755363,0.2387525562372188,0.46361296677328184
159,2007,1425,0.21240441801189464,0.5302530253025303,0.2984934086629002,0.27502750275027504,0.48127948396382125
160,2007,1426,0.2435832913940614,0.5078947368421053,0.3361522198731501,0.27171052631578946,0.38547779350306466
161,2007,1427,0.25793650793650796,0.43787878787878787,0.31487513572204123,0.25075757575757573,0.3861378246325986
162,2007,1428,0.22713097713097713,0.558843537414966,0.3269916765755054,0.2938775510204082,0.5268626004941246
163,2007,1429,0.2089009990917348,0.5217755443886097,0.3413926499032882,0.2646566164154104,0.4666060943931839
164,2008,1263,0.2697400686611084,0.4655059132720105,0.33869346733668343,0.2720105124835742,0.38348790895577795
165,2008,1261,0.20183930300096806,0.48325635103926096,0.32,0.21882217090069284,0.4301377771653924
166,2008,1260,0.1956043956043956,0.4448742746615087,0.33733733733733734,0.2308188265635074,0.3907237464066116
167,2008,1267,0.19934640522875818,0.4711155378486056,0.3707865168539326,0.300132802124834,0.460134063757835
168,2008,1266,0.18861209964412812,0.5068457082675092,0.3793706293706294,0.26540284360189575,0.4956819823221876
169,2008,1265,0.20790697674418604,0.520774046670461,0.33515482695810567,0.23164484917472966,0.4315517126585174
170,2008,1264,0.20287169986104678,0.4842946887492861,0.3248239436619718,0.2575671045117076,0.3685266709277094
171,2008,1269,0.17779632721202004,0.5198863636363636,0.3062605752961083,0.2732438016528926,0.44837863449831517
172,2008,1268,0.23103300471495927,0.5101203501094091,0.34444444444444444,0.2614879649890591,0.4931610739731035
173,2011,1333,0.21513217866909753,0.4730746960046323,0.34139784946236557,0.29704690214244356,0.44645285068513385
174,2011,1332,0.17826284674852205,0.47458533975387907,0.30599647266313934,0.2252541466024612,0.42155693408709005
175,2011,1331,0.18814878892733564,0.526663146779303,0.36615935541629363,0.2972544878563886,0.441464457316043
176,2011,1330,0.2033814022874192,0.48653954010095346,0.4530141843971631,0.24565339315759954,0.4930784068216074
177,2011,1337,0.1945080091533181,0.47045707915273133,0.3406113537117904,0.2853957636566332,0.4111630345769537
178,2011,1336,0.17558022199798184,0.4988193624557261,0.3231827111984283,0.23022432113341204,0.47873238420547026
179,2011,1335,0.20876149269875607,0.5193935119887165,0.26297169811320753,0.27856135401974613,0.4082980546797454
180,2011,1334,0.18698290126861555,0.5060120240480962,0.3028692879914984,0.24315297261189045,0.38530652044405245
181,2011,1241,0.1869504858861638,0.5174285714285715,0.31214421252371916,0.2737142857142857,0.4264235865847299
182,2011,1339,0.19604938271604938,0.5322388059701493,0.3419421487603306,0.2537313432835821,0.43059817608338674
183,2011,1338,0.18106796116504853,0.5275411697898921,0.4284369114877589,0.29074389551391255,0.5288445811292293
184,2007,1338,0.1816522136010954,0.5262312633832976,0.37454873646209386,0.24250535331905781,0.5167851928903664
185,2007,1339,0.2527791203479942,0.44960049170252,0.35790494665373423,0.2587584511370621,0.4271247338639953
186,2010,1278,0.19024604569420034,0.5365659777424483,0.33303085299455537,0.24059353471118178,0.4762499978873557
187,2007,1334,0.21887351778656128,0.5179257362355953,0.31002087682672236,0.2772087067861716,0.43439826218126554
188,2007,1335,0.2025,0.5428929242329368,0.33084311632870866,0.25923606762680024,0.42540274988321986
189,2007,1336,0.21974025974025974,0.5025510204081632,0.3641133263378804,0.2461734693877551,0.47238531497006436
190,2007,1337,0.2020951549541685,0.5079575596816976,0.2937608318890815,0.21114058355437665,0.3862836307559488
191,2007,1330,0.18738140417457305,0.4994359842075578,0.3536918869644485,0.2667794698251551,0.45003348516966124
192,2007,1331,0.2239010989010989,0.5282674772036474,0.34933605720122574,0.3386018237082067,0.45777490994468956
193,2007,1332,0.1846426986240568,0.5316883116883117,0.3591800356506239,0.24623376623376622,0.47208052081857343
194,2007,1333,0.19952267303102625,0.46530963302752293,0.30579964850615116,0.1915137614678899,0.41032435622241287
195,2011,1233,0.1788445199660153,0.5412867274569402,0.33954276037256564,0.23809523809523808,0.43649996806575475
196,2013,1191,0.16902784562774792,0.48424971363115693,0.28558052434456926,0.21993127147766323,0.40012438200115014
197,2009,1301,0.21449704142011836,0.5375153751537516,0.3567681007345226,0.27121771217712176,0.4857875632818146
198,2014,1129,0.14821763602251406,0.518336070060208,0.3270321361058601,0.277504105090312,0.4471452944422817
199,2014,1125,0.18465655664585193,0.5824143934997098,0.2721584984358707,0.3116656993615786,0.44140496826601516
200,2014,1124,0.17975970425138632,0.5143943508962521,0.4105263157894737,0.29386203150461704,0.5328140154615174
201,2014,1127,0.21261798310978638,0.43886743886743884,0.2913165266106443,0.3063063063063063,0.3529218373597282
202,2014,1126,0.19558359621451105,0.457286432160804,0.31835564053537285,0.24309045226130654,0.33009676079068523
203,2014,1120,0.17672833495618306,0.4885265700483092,0.3173076923076923,0.3176328502415459,0.4431115230862839
204,2014,1123,0.24896049896049896,0.4663494221617947,0.34036144578313254,0.2909585316111489,0.45693640291465787
205,2014,1122,0.2112676056338028,0.5259186351706037,0.296137339055794,0.33267716535433073,0.3838563872373991
206,2004,1168,0.226215644820296,0.48091603053435117,0.3865877712031558,0.24681933842239187,0.41400700908425503
207,2004,1169,0.23766816143497757,0.49155295646523717,0.3315677966101695,0.2884990253411306,0.4294195585246106
208,2004,1160,0.21003134796238246,0.5229693741677763,0.3494736842105263,0.2862849533954727,0.4830742315900278
209,2004,1161,0.24072216649949849,0.498960498960499,0.3181818181818182,0.3548163548163548,0.4888953171651728
210,2004,1162,0.2634989200863931,0.5064655172413793,0.3064516129032258,0.24209770114942528,0.37743534048418925
211,2004,1163,0.19361702127659575,0.5319303338171263,0.4149548069022186,0.1988388969521045,0.5066027176605585
212,2004,1164,0.23214285714285715,0.4717325227963526,0.33733826247689463,0.25349544072948327,0.3503733444073538
213,2004,1165,0.20915032679738563,0.481320880587058,0.3432073544433095,0.26150767178118745,0.37414232970373684
214,2004,1166,0.20763851533082303,0.5105227427019687,0.32483370288248337,0.27834351663272233,0.4285750467724394
215,2011,1207,0.2047244094488189,0.5439127801332526,0.33620689655172414,0.24591156874621442,0.5346244805479439
216,2011,1206,0.16642891107941038,0.535448827901658,0.3281703775411423,0.27101200686106347,0.44844997527134556
217,2011,1205,0.22513881877839476,0.4691780821917808,0.3067426400759734,0.20174346201743462,0.37140056434430385
218,2011,1204,0.257,0.4788448623237072,0.3040254237288136,0.2592343854936199,0.38217425291158363
219,2011,1203,0.1956521739130435,0.46794871794871795,0.363716814159292,0.23601398601398602,0.4119883340919252
220,2011,1202,0.20362694300518136,0.5155642023346303,0.339304531085353,0.3009079118028534,0.41122014060753226
221,2011,1201,0.19990272373540857,0.4765160523186682,0.33638025594149906,0.24910820451843044,0.4066483164087924
222,2011,1200,0.20565149136577707,0.4517114914425428,0.34198331788693237,0.19376528117359412,0.410592802353188
223,2011,1141,0.20745216515609266,0.4321471652593486,0.3225225225225225,0.2080820265379976,0.34063959820108713
224,2011,1231,0.19714964370546317,0.5157618213660246,0.3256484149855908,0.2679509632224168,0.46734260465206856
225,2011,1209,0.2284163788850518,0.4752386634844869,0.3580705009276438,0.19451073985680192,0.40771315902643324
226,2011,1208,0.20150305307656177,0.4940744920993228,0.3680297397769517,0.25451467268623024,0.4772396990243443
227,2004,1340,0.24386065105653912,0.48330804248861914,0.34306569343065696,0.2898330804248862,0.39799077703895885
228,2004,1341,0.23430079155672823,0.4266304347826087,0.3430232558139535,0.28328804347826086,0.36766479065510815
229,2009,1204,0.2070977151191055,0.48864298194525335,0.31525735294117646,0.19801980198019803,0.38380974944300533
230,2004,1343,0.22557840616966582,0.5436933223413025,0.31721194879089615,0.2522671063478978,0.3873055157444973
231,2004,1344,0.22058047493403693,0.5258001306335728,0.3625277161862528,0.256041802743305,0.511711817212123
232,2004,1345,0.2048131080389145,0.4741161616161616,0.34603501544799176,0.2847222222222222,0.4346480453754578
233,2004,1346,0.1956411556006082,0.4824242424242424,0.29619047619047617,0.2109090909090909,0.34633604508263766
234,2004,1347,0.19514884233737598,0.46493594066082267,0.303951367781155,0.2339851652056642,0.32469363970700604
235,2004,1348,0.21216475095785442,0.4649122807017544,0.43043478260869567,0.23355263157894737,0.4606787865462006
236,2004,1349,0.22072072072072071,0.5171014492753623,0.3382497541789577,0.2881159420289855,0.46478186302717395
237,2005,1326,0.1722863741339492,0.5309614340032591,0.27170868347338933,0.17273221075502446,0.4150181785486796
238,2005,1321,0.21226415094339623,0.5147651006711409,0.24542518837459634,0.19731543624161074,0.4205889981196493
239,2005,1320,0.1744765702891326,0.5454270139309509,0.27568134171907754,0.22652937613567534,0.4330325085037653
240,2005,1323,0.1787895613548029,0.48613736609955893,0.3379721669980119,0.21109010712035287,0.43354260874265554
241,2005,1322,0.22869523350987,0.4855159927579964,0.39118198874296434,0.3023536511768256,0.44238178162045405
242,2009,1196,0.17334494773519163,0.5439755973563802,0.324801412180053,0.21047280122013218,0.436029962206524
243,2009,1197,0.2026266416510319,0.44895591647331784,0.2606473594548552,0.20359628770301624,0.32264992302004736
244,2009,1194,0.18622327790973872,0.46285875070343274,0.3219116321009919,0.2442318514350028,0.38515699852218954
245,2009,1195,0.24419684308263695,0.45553482587064675,0.3097928436911488,0.30472636815920395,0.388163168470663
246,2009,1279,0.19005576208178437,0.49153005464480876,0.35625,0.24863387978142076,0.478698459814195
247,2009,1193,0.20150305307656177,0.4777904328018223,0.32978723404255317,0.23633257403189067,0.4328473577007944
248,2009,1190,0.18910932883073026,0.513371788148925,0.31989482909728306,0.28369166229680126,0.39197985454535683
249,2009,1191,0.19601837672281777,0.47886393659180976,0.30148619957537154,0.31704095112285335,0.4600419787066614
250,2011,1416,0.20864067439409906,0.5013577732518669,0.3383458646616541,0.3258655804480652,0.4878974102419259
251,2008,1408,0.2228103946102021,0.48891001267427125,0.31384615384615383,0.30671736375158426,0.4355663538535733
252,2011,1236,0.17924050632911392,0.5262172284644194,0.2841880341880342,0.27403245942571786,0.36997508019515
253,2009,1198,0.2234609791565681,0.47421731123388583,0.32209737827715357,0.24861878453038674,0.4114169099956213
254,2009,1199,0.227972626176219,0.4923913043478261,0.35048802129547474,0.2831521739130435,0.5095368665613069
255,2012,1156,0.21432173474533536,0.5093205051112447,0.3442959917780062,0.19963920625375828,0.4188673730221839
256,2012,1157,0.20285714285714285,0.5151410874053682,0.33926453143534996,0.21472814865794906,0.37880337656911683
257,2012,1154,0.2206196581196581,0.4777327935222672,0.28375527426160335,0.2165991902834008,0.36248956675329697
258,2012,1155,0.18768768768768768,0.4829512051734274,0.3298279158699809,0.2104644326866549,0.40227362151757873
259,2012,1152,0.23703703703703705,0.4388133498145859,0.2966417910447761,0.1965389369592089,0.3406424186617197
260,2011,1146,0.22005277044854882,0.45522898154477104,0.291497975708502,0.26247436773752564,0.36171165198131566
261,2004,1298,0.2926829268292683,0.42583212735166426,0.3558792924037461,0.17510853835021709,0.3801571451791298
262,2004,1299,0.29044289044289046,0.40169067000626174,0.32717678100263853,0.2097683155917345,0.3504771654198294
263,2004,1296,0.24043715846994534,0.49572953736654807,0.35138121546961326,0.2825622775800712,0.41259165448607243
